No,Service_type,Cost_Type,Product_Group,Serial_No,City,Product_Date,Receipt_Date,Appoint_Date,Complete_Date,TAT01,TAT02,Job_Satus,Defect_Des,Symptom_Desc,Repair_Action_Desc,Labor_Charge_Desc,Engineer,Labor_Charge_Amount,Parts_Amount,Discount_Amount,Total_Invoice_Amount
1,0,Normal Warranty,AUDIO - HOME THEAT,2F/LAHFZ7E-IP-X,Tehran,,2/5/2012,2/5/2012,1/21/2013,0,351,0,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Free Of Charge,Tech15,0,0,0,0
2,1,Normal Warranty,REFRIGERATOR-SBS,AIP244AACA/4E7,Tehran,,7/7/2012,9/10/2012,1/31/2013,65,208,1,SHORT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech03,0,3437481.6,687486.32,2748885.28
3,1,Normal Warranty,REFRIGERATOR-SBS,JK-C4BBCAEKL72,Tehran,,7/7/2012,8/15/2012,1/31/2013,38,208,1,OPEN,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech03,0,4228756.56,845751.312,3383005.248
4,0,Out of Warranty,MONITOR - TFT LCD ,IP2JO4/-A-47,Tehran,,8/7/2012,8/7/2012,1/13/2013,0,158,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech15,0,0,0,0
5,0,Out of Warranty,AUDIO - MP3 Player,AU/BCQE2A/P,Tehran,,8/7/2012,8/9/2012,1/7/2013,2,153,1,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Medium,Tech07,120000,765488.6,177087.82,708381.68
6,0,Normal Warranty,DVD PLAYER,ARPCA/AIPA4,Tehran,,9/8/2012,9/9/2012,1/21/2013,1,135,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech14,0,0,0,0
7,1,Out of Warranty,WASHING MACHINE,KOET-4BBAEIPIP-W,Tehran,,10/1/2012,10/6/2012,1/31/2013,5,122,1,SHORT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech03,0,0,0,0
8,0,Out of Warranty,VACUUM CLEANER,V/A/2ACZA/4272X,Tehran,40178,10/8/2012,10/10/2012,1/21/2013,2,105,0,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech17,0,0,0,0
9,0,Out of Warranty,DIGITAL CAMERA,272IP4KL2KLKL,SARI,,10/14/2012,10/15/2012,1/20/2013,1,88,1,DEFORMED,OTHER PROBLEMS,SCRAP,Free Of Charge,Tech11,0,0,0,0
10,0,Out of Warranty,HARD DISK DRIVE,S2-GJ2/BA/4QE-,Tehran,40544,10/15/2012,10/16/2012,1/20/2013,1,87,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
11,1,Normal Warranty,PLASMA-42,IP2JQ7/4KL2KLIP,Tehran,,10/20/2012,10/20/2012,1/20/2013,0,82,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech13,540000,11241142.56,2356228.512,8424814.048
12,0,Normal Warranty,AUDIO - MP3 Player,A/2KAU/BCQE2A4,Tehran,,10/29/2012,11/1/2012,1/21/2013,3,84,1,WORN-OUT,OTHER PROBLEMS,PARTS REMOVAL,Minor,Tech07,70000,0,14000,56000
13,0,Out of Warranty,HARD DISK DRIVE,S2/BJ2/BA4A/KL/,Tehran,40553,10/30/2012,10/30/2012,1/20/2013,0,82,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
14,1,Out of Warranty,PLASMA-42,IP2JRA/72KL/2,Tehran,,11/1/2012,11/6/2012,1/27/2013,5,87,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech08,0,0,0,0
15,0,Out of Warranty,HARD DISK DRIVE,S24KLJDWZZ-ZIP,Tehran,40178,11/4/2012,11/10/2012,1/20/2013,6,77,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
16,0,Normal Warranty,DIGITAL CAMERA,ZWECN/CIPE/IP7L,Tehran,,11/5/2012,11/6/2012,1/19/2013,1,75,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Major,Tech11,250000,1011746.16,252348.232,1008386.828
17,0,Normal Warranty,HARD DISK DRIVE,SAVZJAKS-/AIP/-,Tehran,,11/6/2012,11/6/2012,1/20/2013,0,75,1,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Maximum,Tech07,180000,0,36000,144000
18,0,Normal Warranty,LED46,IP2JR2/42/-KL,Tehran,,11/7/2012,11/18/2012,1/24/2013,11,78,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,3835772,871154.4,3484617.6
19,0,Normal Warranty,LED46,IP2JR2/-ZE,Tehran,,11/7/2012,11/18/2012,1/24/2013,11,78,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,2300801.76,544160.352,2176641.408
20,0,Normal Warranty,LED40,IP2JRKL/4247/,Tehran,,11/7/2012,11/18/2012,1/26/2013,11,80,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,2458676.86,575835.382,2303741.568
21,1,Normal Warranty,LED46,IP2JR2/-E2A,Tehran,,11/10/2012,1/30/2013,1/30/2013,81,81,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,32834087.64,6650817.528,26603270.11
22,0,Normal Warranty,LED40,IP2JQ2/42-2KL,Tehran,,11/11/2012,1/14/2013,1/27/2013,64,77,0,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech12,0,0,0,0
23,0,Normal Warranty,DIGITAL CAMERA,A/HDC2/B-E247Z,Tehran,40548,11/14/2012,11/14/2012,1/26/2013,0,73,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech11,250000,0,50000,200000
24,0,Normal Warranty,MONITOR - TFT LCD ,H2MRA/A/2A/,Tehran,,11/19/2012,11/19/2012,1/7/2013,0,48,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech16,0,0,0,0
25,1,Normal Warranty,PLASMA-43,IP2JRA/KLIP42A,Tehran,,11/19/2012,1/26/2013,1/27/2013,68,68,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,10727325.72,2253465.144,8013860.576
26,1,Normal Warranty,PLASMA-43,IP2JRA/KL--A4,Tehran,,11/19/2012,1/25/2013,1/27/2013,67,68,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,10727325.72,2253465.144,8013860.576
27,0,Normal Warranty,DIGITAL CAMERA,AAKLMCN/CIPE/GT,Tehran,,11/22/2012,11/22/2012,1/26/2013,0,65,1,DEFORMED,OUTCASE CRACK,ELECTRICAL PARTS REPLACEMENT,Major,Tech11,250000,0,50000,200000
28,0,Out of Warranty,PRINTER - MONO LAS,2P7IPBACB4E4-4H,Tehran,40547,11/22/2012,11/26/2012,1/8/2013,4,47,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech20,350000,2140843.32,488168.664,1882674.656
29,1,Normal Warranty,PLASMA-43,IP2JQA/--2-A,Tehran,,11/27/2012,1/24/2013,1/26/2013,58,60,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech15,540000,10727325.72,2253465.144,8013860.576
30,0,Normal Warranty,TFT18,H2MQ2/2/472,Tehran,,12/1/2012,12/1/2012,1/6/2013,0,36,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
31,1,Normal Warranty,PLASMA-42,IP2JRA/-IPA-2,Tehran,,12/1/2012,12/1/2012,1/26/2013,0,56,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech15,540000,10727325.72,2253465.144,8013860.576
32,0,Normal Warranty,TFT18,H2MQ2EQE27,Tehran,,12/2/2012,12/2/2012,1/6/2013,0,35,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
33,0,Normal Warranty,TFT18,H2MQ2/AE27,Tehran,,12/2/2012,12/2/2012,1/6/2013,0,35,1,WORN-OUT,NO POWER,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
34,1,Normal Warranty,PLASMA-43,IP2JR2/KLIP2-4,Tehran,,12/2/2012,1/25/2013,1/27/2013,54,56,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,10727325.72,2253465.144,8013860.576
35,1,Normal Warranty,PLASMA-42,IP2JQC/KLAIP2/,Tehran,,12/2/2012,1/2/2013,1/2/2013,31,31,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Maximum,Tech10,540000,0,108000,432000
36,1,Normal Warranty,LED46,IP2JR2/-/KLQE,Tehran,,12/2/2012,1/26/2013,1/30/2013,55,58,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech08,0,0,0,0
37,0,Out of Warranty,LCD-40,IP2JRA/KL2/IP2,Tehran,,12/3/2012,1/1/2013,1/2/2013,28,30,0,WORN-OUT,Test OK,No Action,Free Of Charge,Tech13,0,0,0,0
38,0,Out of Warranty,HARD DISK DRIVE,E2KLGJA/ZKL/AIPIPKL,Tehran,40184,12/3/2012,12/3/2012,1/20/2013,0,48,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
39,0,Out of Warranty,HARD DISK DRIVE,SAVSJ2BZCAIPQEA,Tehran,40180,12/3/2012,12/4/2012,1/19/2013,1,47,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
40,1,Normal Warranty,PLASMA-42,IP2JR2/72-24,Tehran,,12/4/2012,12/4/2012,1/27/2013,0,54,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech15,540000,10727325.72,2253465.144,8013860.576
41,0,Out of Warranty,PRINTER - MONO LAS,QE7IPBABP2A74-2E,OROMIYEH,38081,12/4/2012,12/5/2012,1/1/2013,1,28,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech16,0,0,0,0
42,0,Out of Warranty,LED40,LDGTIPDGBBE/-M,SHIRAZ,40554,12/5/2012,1/14/2013,1/21/2013,40,47,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech13,540000,0,108000,432000
43,0,Normal Warranty,AUDIO - MP3 Player,AU/Z2472-2J,Tehran,,12/5/2012,12/6/2012,1/26/2013,1,52,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech14,170000,0,34000,136000
44,1,Normal Warranty,PLASMA-42,IP2JQA/-2---,Tehran,,12/6/2012,12/6/2012,1/23/2013,0,48,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech15,540000,10727325.72,2253465.144,8013860.576
45,1,Normal Warranty,PLASMA-43,IP2JQB/-2/IP7,Tehran,,12/6/2012,1/25/2013,1/27/2013,50,52,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,0,108000,432000
46,0,Extended Warranty,HARD DISK DRIVE,S2/BJ2/B2KL/7A/,Tehran,,12/8/2012,12/9/2012,1/10/2013,1,33,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2274804,464860.8,1858843.2
47,0,Normal Warranty,TFT18,H2MQ2E2IPQE,Tehran,,12/8/2012,12/8/2012,1/26/2013,0,48,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
48,0,Out of Warranty,REFRIGERATOR-SBS,KL24IP4AARAEIP-IPW,Tehran,,12/8/2012,12/13/2012,1/13/2013,5,36,1,SHORT,OTHER PROBLEMS,OTHER REPAIR,Minimum,Tech01,120000,3138831.32,651866.264,2607865.056
49,1,Normal Warranty,PLASMA-42,IP2JQB/KL/IP-2,Tehran,,12/9/2012,12/9/2012,1/26/2013,0,48,1,WORN-OUT,OTHER PROBLEMS,FIRMWARE UPGRADE,Maximum,Tech15,540000,0,108000,432000
50,1,Normal Warranty,PLASMA-43,IP2JQA/-44IP2,Tehran,,12/9/2012,12/9/2012,1/23/2013,0,45,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech15,0,0,0,0
51,1,Normal Warranty,PLASMA-42,IP2JQ7/4KLKLAA,Tehran,,12/9/2012,12/9/2012,1/27/2013,0,48,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech15,540000,10727325.72,2253465.144,8013860.576
52,0,Out of Warranty,TFT18,IP2JOA/2-2--,Tehran,,12/9/2012,12/12/2012,1/5/2013,3,27,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech15,0,0,0,0
53,0,Extended Warranty,HARD DISK DRIVE,S2IPCJ2AZA/--A/,Tehran,40188,12/10/2012,12/10/2012,1/10/2013,0,31,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2274804,464860.8,1858843.2
54,0,Extended Warranty,HARD DISK DRIVE,S2IPCJ2CBA/IP4KL4,Tehran,40544,12/10/2012,12/10/2012,1/10/2013,0,31,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2274804,464860.8,1858843.2
55,0,Normal Warranty,LED40,IP2JQ-/-KL77IP,SHAHR GHODS,,12/10/2012,1/6/2013,1/6/2013,27,27,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,0,84000,336000
56,0,Normal Warranty,LED40,IP2JQC/KLKLZ/,Tehran,,12/10/2012,12/10/2012,1/30/2013,0,51,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
57,0,Normal Warranty,LED40,IP2JRA/KL---2,Tehran,,12/10/2012,12/10/2012,1/23/2013,0,44,1,WORN-OUT,Cosmetic replacement(customer request),TELECOM CARRIER PROBLEM,Free Of Charge,Tech21,0,0,0,0
58,0,Normal Warranty,LED40,IP2JQA/-2-AKL,Tehran,,12/10/2012,12/10/2012,1/30/2013,0,51,1,WORN-OUT,HORIZONTAL LINE PRINTED,TELECOM CARRIER PROBLEM,Free Of Charge,Tech23,0,0,0,0
59,0,Normal Warranty,LCD-40,IP2JQB/-72IP7,Tehran,,12/10/2012,12/10/2012,1/30/2013,0,51,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
60,0,Normal Warranty,LED40,IP2JQB/KL/2AA,Tehran,,12/10/2012,12/10/2012,1/30/2013,0,51,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
61,0,Normal Warranty,LED40,IP2JRIP/QE-QE,Tehran,,12/10/2012,12/10/2012,1/23/2013,0,44,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
62,0,Normal Warranty,LED40,IP2JQB/KL2/-2,Tehran,,12/10/2012,12/10/2012,1/30/2013,0,51,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
63,0,Normal Warranty,LED40,IP2JQ2/4-IPAKL,Tehran,,12/10/2012,12/10/2012,1/30/2013,0,51,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
64,1,Normal Warranty,LED46,IP2JRA/-A/AKL,Tehran,,12/11/2012,12/11/2012,1/1/2013,0,21,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,24887810.32,5063582.064,20254328.26
65,1,Normal Warranty,LCD-40,IP2JQC/KL7/-IP,Tehran,,12/11/2012,12/11/2012,1/9/2013,0,28,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech15,0,0,0,0
66,0,Normal Warranty,LED40,IP2JQA/-2-KL2,Tehran,,12/11/2012,12/11/2012,1/30/2013,0,50,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
67,0,Normal Warranty,LED40,IP2JRA/KLKL2/2,Tehran,,12/11/2012,12/11/2012,1/30/2013,0,50,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
68,0,Normal Warranty,LED40,IP2JQA/-2KLKL2,Tehran,,12/11/2012,12/11/2012,1/30/2013,0,50,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
69,0,Normal Warranty,LED40,IP2JQA/-AKL72,Tehran,,12/11/2012,12/11/2012,1/30/2013,0,50,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
70,0,Normal Warranty,LED40,IP2JQA/-2/IP2,Tehran,,12/11/2012,12/11/2012,1/30/2013,0,50,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
71,1,Normal Warranty,LED46,IP2JR2/4272IP,Tehran,,12/12/2012,1/23/2013,1/26/2013,42,45,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,32834087.64,6650817.528,26603270.11
72,0,Extended Warranty,HARD DISK DRIVE,S2DFJ2CZB/IPKLKL-,Tehran,40188,12/12/2012,12/12/2012,1/9/2013,0,28,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2274804,464860.8,1858843.2
73,0,Normal Warranty,LED40,IP2JQA/-7IP-A,Tehran,,12/13/2012,12/13/2012,1/30/2013,0,48,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
74,0,Normal Warranty,LED40,IP2JQA/4-IPAKL,Tehran,,12/13/2012,12/13/2012,1/30/2013,0,48,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
75,0,Normal Warranty,LED40,IP2JQA/KLE-4,Tehran,,12/13/2012,12/13/2012,1/30/2013,0,48,1,WORN-OUT,HORIZONTAL LINE PRINTED,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
76,0,Normal Warranty,LED40,IP2JR2/777KLKL,Tehran,,12/13/2012,12/13/2012,1/30/2013,0,48,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
77,0,Normal Warranty,LED40,IP2JRA/7/-KLKL,Tehran,,12/13/2012,12/13/2012,1/30/2013,0,48,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
78,0,Normal Warranty,LED40,IP2JQA/-KLIP-2,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
79,0,Normal Warranty,LED40,IP2JQIP/-IP72-,GORGAN,,12/13/2012,1/13/2013,1/20/2013,31,38,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech13,0,0,0,0
80,0,Normal Warranty,LED40,IP2JQB/-247-,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
81,0,Normal Warranty,LCD-40,IP2JQKL/QE4KL2,RASHT,,12/13/2012,1/6/2013,1/6/2013,24,24,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,0,84000,336000
82,0,Normal Warranty,LED40,IP2JQC/KLIPKL-KL,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
83,0,Normal Warranty,LED40,IP2JRA/KL---IP,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
84,0,Normal Warranty,LED40,IP2JQA/-QE/2,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
85,0,Normal Warranty,LED40,IP2JQA/-2774,Tehran,,12/13/2012,12/13/2012,1/30/2013,0,48,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
86,0,Normal Warranty,LED46,IP2JR2/-4/KL7,MASHHAD,,12/13/2012,1/1/2013,1/2/2013,18,20,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,25084688.82,5102838.784,20411758.14
87,0,Normal Warranty,LED40,IP2JA/-/242,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
88,0,Normal Warranty,LED40,IP2JRA/72A47,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
89,0,Normal Warranty,LCD-40,IP2JR2/74KL72,Tehran,,12/13/2012,12/13/2012,1/23/2013,0,41,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
90,1,Normal Warranty,PLASMA-42,IP2JQ2/-27/2,Tehran,,12/13/2012,12/13/2012,1/24/2013,0,42,1,WORN-OUT,OTHER PROBLEMS,FIRMWARE UPGRADE,Minor,Tech13,215000,0,43000,172000
91,1,Normal Warranty,PLASMA-43,IP2JQC/KL2IP2/,Tehran,,12/13/2012,1/26/2013,1/27/2013,44,45,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,10727325.72,2253465.144,8013860.576
92,0,Normal Warranty,LED40,IP2JRA/KL-AKLKL,Tehran,,12/15/2012,12/15/2012,1/23/2013,0,38,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech21,0,0,0,0
93,0,Normal Warranty,LED40,IP2JQ2/-IP-/IP,Tehran,,12/15/2012,12/15/2012,1/30/2013,0,46,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
94,0,Normal Warranty,LED40,IP2JQA/-2-KL2,Tehran,,12/15/2012,12/15/2012,1/30/2013,0,46,1,WORN-OUT,Cosmetic replacement(customer request),SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
95,0,Normal Warranty,LED40,IP2JQA/-IP2--,MALAYER,,12/15/2012,12/19/2012,1/14/2013,4,30,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
96,0,Normal Warranty,LED40,IP2JQ2/4KL--IP,MALAYER,,12/15/2012,1/8/2013,1/8/2013,24,24,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech13,0,0,0,0
97,0,Normal Warranty,DIGITAL CAMERA,A/HWC2/B-EA/AR,ABADAN,,12/15/2012,12/15/2012,1/7/2013,0,23,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech11,400000,1568253.68,383850.736,1575402.844
98,0,Normal Warranty,AUDIO - MP3 Player,AU/BKL-2IP/2Z,MASHHAD,,12/15/2012,12/16/2012,1/19/2013,1,35,1,WRONG PARTS,SHORT BATTERY LIFE,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,170000,2782853.8,582580.76,2370363.04
99,0,Normal Warranty,PRINTER - MONO LAS,Z4XKLBSMB2E-ZA,Tehran,,12/16/2012,12/16/2012,1/1/2013,0,16,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Major,Tech16,300000,1622332.44,384466.488,1537865.852
100,1,Normal Warranty,PLASMA-42,IP2JQC/7/7QE,Tehran,,12/16/2012,1/5/2013,1/6/2013,20,21,1,WORN-OUT,OTHER PROBLEMS,FIRMWARE UPGRADE,Medium,Tech08,300000,0,60000,240000
101,0,Out of Warranty,MONITOR - TFT LCD ,H2MWAEA4IP,Tehran,37631,12/16/2012,12/16/2012,1/5/2013,0,20,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
102,0,Out of Warranty,MONITOR - TFT LCD ,H2MM2/A/4IPKL,Tehran,38081,12/16/2012,12/17/2012,1/5/2013,1,20,0,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech16,0,0,0,0
103,0,Normal Warranty,LCD-40,IP2JRA/7A/IP2,Tehran,,12/17/2012,1/1/2013,1/1/2013,15,15,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech10,0,0,0,0
104,0,Normal Warranty,PLASMA-42,IP2JQC/KL272IP,HAMEDAN,,12/17/2012,12/17/2012,1/9/2013,0,23,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Maximum,Tech10,540000,0,108000,432000
105,1,Normal Warranty,PLASMA-42,IP2JRA/KL4-KL/,Tehran,,12/17/2012,1/25/2013,1/27/2013,38,41,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,10727325.72,2253465.144,8013860.576
106,0,Normal Warranty,LED46,IP2JR2/-E42,Tehran,,12/17/2012,12/17/2012,1/8/2013,0,22,1,WORN-OUT,OTHER PROBLEMS,ADJUSTMENT,Medium,Tech24,300000,0,60000,240000
107,0,Normal Warranty,PRINTER - MONO LAS,Z7ENB2KC-B/AIPPF,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,336526.56,137305.312,548221.248
108,0,Normal Warranty,LED40,IP2JQA/-2-42,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
109,0,Normal Warranty,LED40,IP2JQA/-477/,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
110,0,Normal Warranty,LED40,IP2JQA/-QE27,Tehran,,12/17/2012,12/17/2012,1/1/2013,0,15,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
