No,Service_type,Cost_Type,Product_Group,Serial_No,City,Product_Date,Receipt_Date,Appoint_Date,Complete_Date,TAT01,TAT02,Job_Satus,Defect_Des,Symptom_Desc,Repair_Action_Desc,Labor_Charge_Desc,Engineer,Labor_Charge_Amount,Parts_Amount,Discount_Amount,Total_Invoice_Amount
2519,1,Normal Warranty,LED46,IP2JRC/&2/&A,Tehran,,1/21/2013,1/26/2013,1/27/2013,5,6,1,WORN-OUT,OTHER PROBLEMS,FIRMWARE UPGRADE,Maximum,Tech15,540000,0,108000,432000
2520,0,Normal Warranty,LCD-40,IP2JQA/&QEKL4,Tehran,,1/21/2013,1/21/2013,1/23/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech13,0,0,0,0
2521,1,Normal Warranty,LCD-40,IP2JQA/&242&,Tehran,,1/21/2013,1/21/2013,1/23/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,14086824.28,2803384.856,11613538.42
2522,0,Normal Warranty,LED40,IP2JQA/&QEKLIP,Tehran,,1/21/2013,1/21/2013,1/23/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech13,0,0,0,0
2523,0,Normal Warranty,DVD PLAYER,ZVKLARPC7E77KLE,Tehran,,1/21/2013,1/22/2013,1/27/2013,1,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech14,170000,840233.16,202046.632,808186.528
2524,0,Normal Warranty,LCD-40,IP2JQA/&2444,Tehran,,1/21/2013,1/21/2013,1/23/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech13,0,0,0,0
2525,0,Out of Warranty,DVD PLAYER/ RECORD,R&2&KLGFB2/4IPIP&,Tehran,40551,1/21/2013,1/22/2013,1/22/2013,1,1,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Free Of Charge,Tech07,0,0,0,0
2526,0,Normal Warranty,LED40,IP2JQA/&4QE&,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2527,0,Normal Warranty,LED40,IP2JQ2/4&KLIP/,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2528,0,Normal Warranty,LED40,IP2JRIP/24/4IP,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2529,0,Normal Warranty,LED40,IP2JQA/&AIP2A,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2530,0,Normal Warranty,LED40,IP2JQB/KL/IPIP2,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2531,0,Normal Warranty,LED40,IP2JQB/&7QEIP,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2532,0,Normal Warranty,LED40,IP2JRIP/2IP4QE,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2533,0,Normal Warranty,LED40,IP2JRA/7/&&A,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2534,0,Normal Warranty,LED40,IP2JQA/&2KLAA,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2535,0,Normal Warranty,LED40,IP2JQ2/4/KLA4,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2536,0,Normal Warranty,LED40,IP2JQC/&QEKL7,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2537,0,Normal Warranty,LED40,IP2JQ2/4KLQEA,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2538,0,Normal Warranty,LED40,IP2JRA/KLQEQE,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2539,0,Normal Warranty,LED40,IP2JR2/7KLIP2IP,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2540,0,Normal Warranty,LED40,IP2JQ2/4KLIPZ,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2541,0,Normal Warranty,LED40,IP2JQA/&2KL2A,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2542,0,Normal Warranty,LED40,IP2JQC/KL7QEKL,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2543,0,Normal Warranty,LED40,IP2JQA/42/27,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2544,0,Normal Warranty,LED40,IP2JR2/2/2AIP,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2545,0,Normal Warranty,LED40,IP2JQB/&QEIP2,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2546,0,Normal Warranty,LED40,IP2JQB/KLZQE,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2547,0,Normal Warranty,LED40,IP2JQA/&2&IP2,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2548,0,Normal Warranty,LED40,IP2JQ2/4A4KLA,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2549,0,Normal Warranty,LED40,IP2JQ2/4IP/4/,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2550,0,Normal Warranty,LED40,IP2JQC/KL/QE&,Tehran,,1/21/2013,1/21/2013,1/26/2013,0,5,1,WORN-OUT,NO PICTURE/NO RASTER,SET EXCHANGE,Free Of Charge,Tech23,0,0,0,0
2551,0,Normal Warranty,DIGITAL CAMERA,AAZ2CN/C&E/&/L,Tehran,,1/21/2013,1/21/2013,1/30/2013,0,8,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Major,Tech11,250000,0,50000,200000
2552,0,Out of Warranty,DIGITAL CAMERA,A/GPC2/B&EAIPAZ,Tehran,40548,1/21/2013,1/21/2013,1/23/2013,0,2,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech11,0,0,0,0
2553,0,Out of Warranty,DIGITAL CAMERA,ZHUC2/SC/IP24KLE,Tehran,38825,1/21/2013,1/21/2013,1/23/2013,0,2,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Major,Tech11,250000,0,50000,200000
2554,0,Extended Warranty,HARD DISK DRIVE,E24FJA/Z&/4Z/,Tehran,40183,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Minimum,Tech07,50000,0,10000,40000
2555,0,Out of Warranty,AUDIO - HOME THEAT,2CALAHGSIPE4&7T,Tehran,38816,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SOLDERING,Major,Tech14,170000,0,34000,136000
2556,0,Normal Warranty,LED40,IP2JRA/72/2IP,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2557,0,Out of Warranty,DVD PLAYER,2FZAHCSKLEIPQEK,Tehran,38818,1/22/2013,1/22/2013,1/24/2013,0,2,1,WORN-OUT,READ ERROR,SOLDERING,Minimum,Tech18,70000,0,14000,56000
2558,0,Out of Warranty,DVD PLAYER/ RECORD,A&QEKLCHPBEKL&7X,Tehran,38083,1/22/2013,1/22/2013,1/24/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Minor,Tech18,150000,1202035.32,270407.064,1081628.256
2559,0,Normal Warranty,LCD-40,IP2JQB/KLIP72IP,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2560,0,Normal Warranty,LCD-40,IP2JQC/KL7772,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2561,0,Normal Warranty,LCD-40,IP2JQC/KL&7IP2,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2562,0,Normal Warranty,LCD-40,IP2JQC/KLKL42KL,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2563,0,Normal Warranty,LED40,IP2JQ2/4&IP2&,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2564,0,Normal Warranty,LED40,IP2JQ2/4IPQE4,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2565,0,Normal Warranty,LED40,IP2JRA/KLKL24IP,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2566,0,Normal Warranty,LED40,IP2JQA/&2AZ,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2567,0,Out of Warranty,DIGITAL CAMERA,ZHUC2/S&/247A,Tehran,38818,1/22/2013,1/22/2013,1/23/2013,0,1,1,DEFORMED,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Medium,Tech11,200000,0,40000,160000
2568,0,Normal Warranty,LED40,IP2JQB/&2A42,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2569,0,Normal Warranty,LED40,IP2JQ2/427KLIP,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2570,0,Normal Warranty,LED40,IP2JQA/&&2IP2,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2571,0,Normal Warranty,DVD PLAYER,ZT2QARPBBE2/IPE,Tehran,,1/22/2013,1/22/2013,1/24/2013,0,2,1,WORN-OUT,READ ERROR,SOLDERING,Maximum,Tech18,145000,0,28000,116000
2572,0,Normal Warranty,LCD-40,IP2JR2/7IP/IPA,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2573,0,Normal Warranty,LED40,IP2JQC/KL/7KL2,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2574,1,Normal Warranty,LED46,IP2JR2/&4IP74,Tehran,,1/22/2013,1/22/2013,1/28/2013,0,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech15,0,0,0,0
2575,0,Normal Warranty,LCD-40,IP2JRIP/24A74,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2576,1,Normal Warranty,LCD-40,IP2JRA/7/4IP/,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,14086824.28,2803384.856,11613538.42
2577,0,Normal Warranty,LED40,IP2JR7/44/&A,ESLAMSHAHR,,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech13,420000,0,84000,336000
2578,1,Normal Warranty,LED46,IP2JRB/&&2KLA,Tehran,,1/22/2013,1/27/2013,1/28/2013,5,6,1,WORN-OUT,VERTICAL LINE PRINTED,ELECTRICAL PARTS REPLACEMENT,Major,Tech08,420000,27468161,5577832.2,22311328.8
2579,0,Normal Warranty,PLASMA-42,IP2JQC/KLQEA&,Tehran,,1/22/2013,1/22/2013,1/27/2013,0,5,1,WORN-OUT,PIXEL MISSING,ELECTRICAL PARTS REPLACEMENT,Maximum,Tech08,540000,10727325.72,2253465.144,8013860.576
2580,0,Normal Warranty,PLASMA-42,IP2JQ2/&IPQE2,Tehran,,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech22,420000,10727325.72,2228465.144,8817860.576
2581,0,Out of Warranty,AUDIO - HOME THEAT,2BAPAHGQ2EQE2R,Tehran,38448,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,READ ERROR,MECHANICAL PARTS REPLACEMENT,Minor,Tech18,120000,40822.4,32184.48,128737.82
2582,1,Normal Warranty,LED40,IP2JRC/&KL272,Tehran,,1/22/2013,1/22/2013,1/27/2013,0,5,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,16425528.2,3368105.84,13476423.36
2583,0,Out of Warranty,CAMCORDER,Z&A/KLVKLKLE2/&F,Tehran,38723,1/22/2013,1/22/2013,1/26/2013,0,4,1,DEFORMED,NO PICTURE/NO RASTER,ELECTRICAL PARTS REPLACEMENT,Free Of Charge,Tech08,0,0,0,0
2584,0,Out of Warranty,PRINTER - MONO LAS,H2MNKLE2ZKL,Tehran,36531,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,8027,71805.4,287221.6
2585,0,Out of Warranty,PRINTER - MONO LAS,H2MMA/ZKLQE,Tehran,38082,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,8027,71805.4,287221.6
2586,0,Normal Warranty,DVD PLAYER/ RECORD,E&I2KLCCBAZZA4K,MASHHAD,,1/22/2013,1/22/2013,1/23/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech12,250000,434740.32,136848.064,547782.256
2587,0,Out of Warranty,CAMCORDER,QE2IKLV&Z&EQE/Z,Tehran,40183,1/22/2013,1/23/2013,1/23/2013,1,1,1,DEFORMED,Defective Eye Cup,CLEANING,Medium,Tech08,200000,0,40000,160000
2588,1,Normal Warranty,LED46,IP2JR&/4KL72A,Tehran,,1/22/2013,1/22/2013,1/28/2013,0,6,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech15,420000,27468161,5577832.2,22311328.8
2589,0,Out of Warranty,PRINTER - MONO LAS,2P&/BAKPA/Z47A,Tehran,38082,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech20,350000,184872.86,106874.582,427888.368
2590,0,Out of Warranty,DIGITAL CAMERA,ZHSC2/SC/Z&2E,Tehran,38825,1/22/2013,1/22/2013,1/23/2013,0,1,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Major,Tech11,250000,0,50000,200000
2591,0,Out of Warranty,PRINTER - MONO LAS,H2MLAAIP&/2,Tehran,38727,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,8027,71805.4,287221.6
2592,0,Out of Warranty,PRINTER - MONO LAS,SIPA7H2MM2/42IP7,Tehran,38084,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Maximum,Tech16,350000,8027,71805.4,287221.6
2593,0,Normal Warranty,LED40,IP2JQB/&2E/,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2594,0,Out of Warranty,PRINTER - COLOR LA,Z2VZBFAZAEQEIPM,HAMEDAN,40178,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Major,Tech20,300000,0,60000,240000
2595,0,Normal Warranty,LED40,IP2JQ2/4KL774,Tehran,,1/22/2013,1/23/2013,1/26/2013,1,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2596,0,Out of Warranty,DIGITAL CAMERA,AAMJC2/SA/772KLB,Tehran,38814,1/22/2013,1/22/2013,1/23/2013,0,1,1,DEFORMED,OTHER PROBLEMS,MECHANICAL PARTS REPLACEMENT,Medium,Tech11,200000,840233.16,208046.632,832186.528
2597,0,Normal Warranty,LED40,IP2JQ2/&IPKL27,Tehran,,1/22/2013,1/24/2013,1/26/2013,2,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2598,0,Out of Warranty,OVEN - MICROWAVE,J47L7MBQBEZ2X,Tehran,38458,1/22/2013,1/23/2013,1/26/2013,1,4,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Minor,Tech17,150000,682180.36,168438.072,673752.288
2599,0,Out of Warranty,PRINTER - MONO LAS,2P7IPBAKZIPE4A&E,Tehran,40181,1/22/2013,1/22/2013,1/24/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Major,Tech16,300000,0,60000,240000
2600,0,Extended Warranty,HARD DISK DRIVE,E2FWJA/B2E/KL7,Tehran,40552,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Minimum,Tech07,50000,2887214.84,607442.868,2428771.872
2601,0,Out of Warranty,AUDIO - HOME THEAT,2AZAUDP4E&2KLZ,Tehran,38086,1/22/2013,1/22/2013,1/23/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Major,Tech14,170000,0,34000,136000
2602,0,Normal Warranty,PRINTER - MONO LAS,ZKLPFBFBBAEKL24L,Tehran,,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,PCB REPLACEMENT,Major,Tech16,300000,708800.04,201760.008,807040.032
2603,0,Out of Warranty,PLASMA-43,IP2JR&/42/&2,Tehran,,1/22/2013,1/25/2013,1/26/2013,3,4,1,WORN-OUT,Broken External Flash,ADJUSTMENT,Maximum,Tech22,540000,0,108000,432000
2604,0,Out of Warranty,DVD PLAYER/ RECORD,E&I7KLCGZB/AA&4V,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,0,WORN-OUT,READ ERROR,MECHANICAL PARTS REPLACEMENT,Free Of Charge,Tech18,0,0,0,0
2605,0,Extended Warranty,HARD DISK DRIVE,S2IPCJ2/SC/47/A,Tehran,38825,1/22/2013,1/22/2013,1/22/2013,0,0,1,WORN-OUT,OTHER PROBLEMS,REPAIR REFUSAL,Minimum,Tech07,50000,0,10000,40000
2606,0,Out of Warranty,DIGITAL CAMERA,4277C2/B4E/&2F,Tehran,40547,1/22/2013,1/22/2013,1/24/2013,0,2,1,WORN-OUT,Test OK,No Action,Free Of Charge,Tech11,0,0,0,0
2607,0,Out of Warranty,VACUUM CLEANER,2AFWA/&7QEH,Tehran,37622,1/22/2013,1/23/2013,1/26/2013,1,4,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Minor,Tech17,145000,15526.44,32105.288,128421.152
2608,0,Out of Warranty,PRINTER - MONO LAS,A4KLRBKAZAEIPAKLB,Tehran,40178,1/22/2013,1/22/2013,1/24/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Free Of Charge,Tech20,0,0,0,0
2609,0,Normal Warranty,LED40,IP2JQC/KLIPIPQE,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2610,0,Normal Warranty,LED40,IP2JQA/&42A&,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2611,0,Normal Warranty,LED40,IP2JQ2/4IPQE2,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2612,0,Normal Warranty,LED40,IP2JQ2/4KLKLQE,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2613,0,Normal Warranty,LED40,IP2JRA/KL&4IPKL,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2614,0,Normal Warranty,DVD PLAYER,ZVKLARPC&E/A4M,Tehran,,1/22/2013,1/23/2013,1/26/2013,1,4,1,WORN-OUT,BUTTON/DIAL NOT WORKING,SOLDERING,Maximum,Tech18,145000,0,28000,116000
2615,0,Out of Warranty,DVD PLAYER/ RECORD,KL2&/KLRBKA/A47/N,Tehran,,1/22/2013,1/23/2013,1/26/2013,1,4,1,WORN-OUT,OTHER PROBLEMS,ELECTRICAL PARTS REPLACEMENT,Medium,Tech14,200000,4332.86,40866.582,163466.368
2616,0,Out of Warranty,AUDIO - MP3 Player,2/AIP/Z2P2,Tehran,,1/22/2013,1/23/2013,1/26/2013,1,4,1,WORN-OUT,OTHER PROBLEMS,SOFTWARE UPGRADE,Medium,Tech07,120000,0,24000,86000
2617,0,Normal Warranty,PRINTER - MONO LAS,KL/KL27&DCKLKL/C&AQ,GHAEM SHAHR,,1/22/2013,1/22/2013,1/23/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Medium,Tech20,240000,0,48000,182000
2618,0,Normal Warranty,LED40,IP2JQA/&7QE7,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2619,0,Normal Warranty,LED40,IP2JQ2/4242&,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2620,0,Normal Warranty,LCD-40,IP2JQA/&KLA/KL,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2621,0,Normal Warranty,LED40,IP2JQ2/&A472,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2622,0,Normal Warranty,LED40,IP2JQC/KLIP/2/,Tehran,,1/22/2013,1/22/2013,1/24/2013,0,2,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2623,0,Normal Warranty,LCD-40,IP2JRIP/24A42,Tehran,,1/22/2013,1/23/2013,1/26/2013,1,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech04,0,0,0,0
2624,0,Normal Warranty,PRINTER - MONO LAS,Z2EFB2GC&DE2&,TABRIZ,,1/22/2013,1/22/2013,1/23/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Major,Tech20,300000,0,60000,240000
2625,0,Normal Warranty,PRINTER - MONO LAS,ZKLPFBFCBA/A/2&M,ZANJAN,,1/22/2013,1/22/2013,1/23/2013,0,1,1,WORN-OUT,OTHER PROBLEMS,OTHER REPAIR,Major,Tech20,300000,0,60000,240000
2626,0,Out of Warranty,CAMCORDER,Z&A/KL7CK4IPAAAIPK,Tehran,38356,1/22/2013,1/24/2013,1/26/2013,2,4,1,DEFORMED,RESET NOT WORKING,DECK CLEANING,Medium,Tech08,200000,0,40000,160000
2627,0,Normal Warranty,LCD-40,IP2JRA/KL2KL2KL,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2628,0,Normal Warranty,LED40,IP2JQA/&2KL2IP,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2629,0,Normal Warranty,LED40,IP2JQA/424&KL,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,OTHER PROBLEMS,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
2630,0,Normal Warranty,LED40,IP2JRIP/&&AIPIP,Tehran,,1/22/2013,1/22/2013,1/26/2013,0,4,1,WORN-OUT,FAULTY OSD,SET EXCHANGE,Free Of Charge,Tech22,0,0,0,0
